stock1, stock2, p_value
PLGRNKT00019, PLPROJP00018, 5.786353141587302e-06
PLGRNKT00019, PLWNDMB00010, 5.828006258594196e-06
PLKLNR000017, PLPWRMD00011, 5.83182072464815e-06
NL0009508712, PLCMPLD00016, 5.847123622022193e-06
CY0101062111, PLERPCO00017, 5.851382778471569e-06
PLLUBAW00013, PLMSTPL00018, 5.855653961723576e-06
NL0011882741, USU827061099, 5.858927386190627e-06
IT0005239360, PLCOMPR00010, 5.94885889122288e-06
PLMEXPL00010, PLVNTIN00011, 5.96470636102687e-06
PLMNRTR00012, PLNVITA00018, 5.971722174853081e-06
AT0000827209, PLROPCE00017, 5.980833981592565e-06
IT0005239360, PLWOJAS00014, 6.000701966399241e-06
NL0009508712, PLSTLPD00017, 6.004676089191875e-06
NL0009508712, PLBAUMA00017, 6.014889827580366e-06
PLAPSEN00011, PLARTFX00011, 6.037863365445161e-06
PLPRCHM00014, PLQRCUS00012, 6.05346893615373e-06
NL0009508712, PLSARE000013, 6.0791589387139176e-06
PLREDAN00019, PLSELVT00013, 6.08847160071953e-06
PLMSTZB00018, PLZSTAL00012, 6.153597996639405e-06
PLSKTAN00010, PLWDM0000029, 6.160284847650057e-06
AT0000827209, PLINTCS00010, 6.180122878011631e-06
PLGRPRC00015, PLWDM0000029, 6.188411029191075e-06
DE000A2E3772, PLKRKCH00019, 6.194035670052942e-06
PLINTKS00013, PLPONAR00012, 6.207387001952819e-06
NL0009508712, PLINTKS00013, 6.227106540083725e-06
EE3100063686, PLVSTLA00011, 6.2288819617514485e-06
PLINCLT00015, PLSTPRK00019, 6.230983456874981e-06
PLECHPS00019, PLINCLT00015, 6.253876056735142e-06
PLIDMSA00044, PLMOJ0000015, 6.30687178846952e-06
PLAPSEN00011, PLVRCM000016, 6.3685400784055865e-06
PLGMNGF00017, PLTWRNV00013, 6.461044767814237e-06
PLINTBD00014, PLRELPL00014, 6.500169697368739e-06
PLMNRTR00012, PLNFI1200018, 6.5103033849141075e-06
PLMSTSD00019, PLUNMST00014, 6.52708914357809e-06
PLLZPSK00019, PLNFI0500012, 6.559721329812619e-06
PLHOGA000041, PLZPCOT00018, 6.600158835794121e-06
PLGRNKT00019, PLINPRO00015, 6.630792670702117e-06
PLRFMET00016, PLTIM0000016, 6.672164390554754e-06
PLPONAR00012, PLXPLUS00013, 6.687406938222745e-06
PLGMNGF00017, PLHMINW00016, 6.707424895919001e-06
PLPWRMD00011, PLTELL000023, 6.732950793060461e-06
PLIDMSA00044, PLSTPRK00019, 6.752225792746866e-06
PLGRNKT00019, PLTALEX00017, 6.834745657397753e-06
PLNFI1200018, PLTIM0000016, 6.8840060740488775e-06
LU0122624777, PLMCIMG00012, 6.905363550254401e-06
ES0105375002, USU827061099, 6.919979798375915e-06
PLGSPR000014, PLSUNEX00013, 6.983565815550611e-06
PLINTBD00014, PLJSW0000015, 7.064561459447142e-06
PLMSTWS00019, PLVSTLA00011, 7.095321293665997e-06
PLCMP0000017, PLZRWZW00012, 7.1426903936853416e-06
PLCIECH00018, PLRNBWT00031, 7.150174552463331e-06
PLLUBAW00013, PLTRNSU00013, 7.156545669245529e-06
LU0122624777, PLBNFTS00018, 7.292136741589028e-06
PLATM0000021, PLNTSYS00013, 7.344313085382496e-06
PLCMP0000017, PLKMPTR00012, 7.349751662082716e-06
PLGRNKT00019, PLPGER000010, 7.351679085561277e-06
PLCMPLD00016, PLECHPS00019, 7.460747249608797e-06
PLNFI0500012, PLZCPLC00036, 7.480586033967021e-06
PLAGORA00067, PLTELL000023, 7.488419588971507e-06
PLMAKRM00019, PLTALEX00017, 7.51742657716471e-06
PLADDRG00015, PLPEPES00018, 7.574160814906251e-06
PLINTSP00038, PLRNBWT00031, 7.580509074537176e-06
LU0122624777, PLBMDLB00018, 7.58120735051726e-06
PLNFI0700018, PLNFI1000012, 7.6096305643650656e-06
EE3100063686, PLAPATR00018, 7.653373094120219e-06
PLHDRTR00013, PLKPPD000017, 7.724771885068989e-06
PLTRNSU00013, PLVSTLA00011, 7.800027680526264e-06
FR0000060873, PLROPCE00017, 7.807389105864337e-06
PLTRNSU00013, PLWDM0000029, 7.838083474517687e-06
PLGSPR000014, PLLBT0000013, 7.85827706272112e-06
PLKRVTM00010, PLMLSTM00015, 7.909465827195443e-06
NL0009508712, PLXPLUS00013, 7.948338316531646e-06
AT0000827209, PLFSING00010, 7.950572695831273e-06
PLADDRG00015, PLEMCIM00017, 7.964631233372547e-06
LU0122624777, PLAGORA00067, 8.004725496409578e-06
PLLENAL00015, PLPEPES00018, 8.00779635204673e-06
PLJWWNT00018, PLMNNCP00011, 8.029216904598026e-06
NL0011882741, PLRELPL00014, 8.09416349751634e-06
NL0011882741, PLCAMMD00032, 8.149806158497922e-06
PLPEPES00018, PLSTLSK00016, 8.222562214941039e-06
PLFAMUR00012, PLUNMST00014, 8.235837731359283e-06
PLINTKS00013, PLODRTS00017, 8.298399059204927e-06
LU0122624777, PLBEST000010, 8.312850761318813e-06
PLELKOP00013, PLRESBD00032, 8.316224861835864e-06
EE3100063686, PLBAUMA00017, 8.330199013499895e-06
PLINCLT00015, PLLENAL00015, 8.352518975140347e-06
PLBIOMX00015, PLCRPJR00019, 8.425260341961517e-06
PLMNRTR00012, PLPKN0000018, 8.456416616639626e-06
PLTHP0000011, PLTIM0000016, 8.546558615509046e-06
LU0646112838, PLZEPAK00012, 8.619153254729328e-06
CY0101062111, PLBMDLB00018, 8.65222329838185e-06
NL0009508712, PLBIOMX00015, 8.680259479184323e-06
PLCAMMD00032, PLPLTRG00038, 8.80126016692322e-06
PLINTKS00013, PLZRWZW00012, 8.827535060807383e-06
AT0000827209, PLRELPL00014, 8.828573577014205e-06
PLFERUM00014, PLZRWZW00012, 8.84555945527635e-06
PLAPSEN00011, PLR220000018, 8.867252379786002e-06
EE3100063686, PLPRCHM00014, 8.930474492668683e-06
PLGRNKT00019, PLIZCJR00017, 8.965040168599632e-06
PLRFMET00016, PLSEKO000014, 8.975763960065352e-06
PLHOGA000041, PLIZSTL00015, 8.997202656769743e-06
PLPEPES00018, PLSFNKS00011, 9.040959920180737e-06
PLLENTX00010, PLPRBLG00010, 9.044524444585512e-06
PLADDRG00015, PLMSTZB00018, 9.264493678878342e-06
FR0000060873, PLBRN2400013, 9.274751277919752e-06
PLRESBD00032, PLTAURN00011, 9.369009711326183e-06
PLMNRTR00012, PLWAWEL00013, 9.378465930308615e-06
PLECHPS00019, PLWRKSR00019, 9.3949062591475e-06
PLBRSZW00011, PLNFI0500012, 9.40766973072276e-06
HU0000089198, SI0031102120, 9.498266689032418e-06
NL0011882741, PLPKPCR00011, 9.530633993843371e-06
PLINTKS00013, PLSONEL00011, 9.540879533960107e-06
PLLBPRT00013, PLLPP0000011, 9.552260004649644e-06
LU0122624777, PLSELVT00013, 9.595423902706611e-06
PLACTIN00018, PLBIOPL00013, 9.607703191433523e-06
PLKMPTR00012, PLODLPL00013, 9.66122608115399e-06
PLKLSTN00017, PLMRVDV00011, 9.681821770351543e-06
PLGMNGF00017, PLNFI0600010, 9.73033183031162e-06
PLPCCEX00010, PLSMFBC00016, 9.738391773100644e-06
PLLUBAW00013, PLPROJP00018, 9.776130971410633e-06
PLPRCHM00014, PLSONEL00011, 9.849667523381932e-06
EE3100063686, PLAMICA00010, 9.855194945540055e-06
NL0009508712, PLMNRTR00012, 9.876653582151555e-06
EE3100063686, PLNFI1200018, 9.883626307196355e-06
PLKMPTR00012, PLWELTN00012, 9.887386827114223e-06
PLPROJP00018, PLTRKPL00014, 9.919372310318849e-06
PLBRSZW00011, PLKLSTN00017, 9.925657946044895e-06
PLINTKS00013, PLZATRM00012, 9.93166200784115e-06
PLGMNGF00017, PLSCPFL00018, 9.936145416187341e-06
PLPEPES00018, PLRAFAK00018, 9.958919159536488e-06
PLINTKS00013, PLKRINK00014, 9.973440581142772e-06
PLCIECH00018, PLNFI1000012, 1.0031368249955473e-05
NL0009508712, PLSELNA00010, 1.0034603184625387e-05
PLCMP0000017, PLELEKT00016, 1.0079780091324482e-05
PLBRSZW00011, PLHELIO00014, 1.019628242264973e-05
EE3100063686, PLKETY000011, 1.0198151409188037e-05
IT0005239360, PLATAL000046, 1.0235276411958e-05
PLGMNGF00017, PLUNBEP00015, 1.023980691585466e-05
EE3100063686, PLNVITA00018, 1.02647079526301e-05
PLINCLT00015, PLMRCTR00015, 1.0277715969372702e-05
PLKOMPP00017, PLNFI0600010, 1.0337833988763641e-05
NL0011882741, PLSHPR000021, 1.0347276757045332e-05
PLKRVTM00010, PLMDNCE00016, 1.0396311860243963e-05
PLERGIN00015, PLPEPES00018, 1.0413992666283938e-05
PLLUBAW00013, PLMCIMG00012, 1.0517151918034033e-05
PLINTBD00014, PLZCPLC00036, 1.055880517636609e-05
PLINTKS00013, PLIZBLK00010, 1.0620677142021352e-05
CY0101062111, PLVOTUM00016, 1.0628204838302704e-05
PLHDRTR00013, PLTELL000023, 1.0639318207855606e-05
PLINTBD00014, PLKGHM000017, 1.0644213882967467e-05
PLKOMPP00017, PLNFI0700018, 1.065834591092682e-05
PLBIOTN00029, PLLZPSK00019, 1.065961440347953e-05
PLWDM0000029, PLZTKMA00017, 1.068493308952518e-05
PLINTBD00014, PLKLSTN00017, 1.0685651050218152e-05
PLGTC0000037, PLNFI0500012, 1.0687236596064385e-05
PLINCLT00015, PLPEPES00018, 1.0689330149327013e-05
PLKMPTR00012, PLOPNPL00013, 1.0791531262425166e-05
EE3100063686, PLSTLSK00016, 1.0836291377180321e-05
PLFSING00010, PLPRGNK00017, 1.0909434592413507e-05
PLMSTSD00019, PLPMPOL00031, 1.0960627599178571e-05
CY0101062111, PLCELPD00013, 1.0976145649686832e-05
EE3100063686, PLREMAK00016, 1.1003784724711287e-05
NL0009508712, PLENLMD00017, 1.1006135288134907e-05
LU0122624777, PLMRCOR00016, 1.1038486976477597e-05
PLLUBAW00013, PLPKN0000018, 1.1104559464884873e-05
PLGMNGF00017, PLMKRNP00015, 1.111703823782412e-05
PLADDRG00015, PLMNNCP00011, 1.1132870600207834e-05
PLMAKRM00019, PLREMAK00016, 1.1186861123406801e-05
PLLUBAW00013, PLREDAN00019, 1.1214107380009533e-05
NL0009508712, PLVOTUM00016, 1.1217136925328822e-05
PLGTC0000037, PLLBT0000013, 1.1253809278876577e-05
PLINTKS00013, PLPKO0000016, 1.1290936122498737e-05
PLINTKS00013, PLKGHM000017, 1.1328367638591918e-05
PLBRSZW00011, PLERGIN00015, 1.133363471022334e-05
PLGRNKT00019, PLMKRNP00015, 1.1388537464928383e-05
AT0000827209, PLVSTLA00011, 1.1436646507817662e-05
PLELEKT00016, PLMCIMG00012, 1.1491252639427769e-05
PLMXCMS00016, PLPKN0000018, 1.1492772485692418e-05
PLGMNGF00017, PLZCPLC00036, 1.1509025934649947e-05
NL0009508712, PLHELIO00014, 1.1525200593780976e-05
PLDRZPL00032, PLHELIO00014, 1.156533138832892e-05
PLSFNKS00011, PLWDM0000029, 1.1569742448902778e-05
PLGTC0000037, PLVOTUM00016, 1.1597915024541525e-05
PLKLSTN00017, PLNNGRP00011, 1.1654975964593088e-05
PLINTSP00038, PLRESBD00032, 1.1856503961505856e-05
NL0011882741, PLCMRAY00029, 1.2001541628765803e-05
PLADDRG00015, PLBZ00000044, 1.2128815794981779e-05
LU0646112838, PLWRKSR00019, 1.2231546106249325e-05
PLELZAB00010, PLMNRTR00012, 1.2259006866405677e-05
PLAGORA00067, PLCTINT00018, 1.2313638407606148e-05
LU0611262873, PLODRTS00017, 1.2319146687304305e-05
NL0010391108, PLBIOMX00015, 1.239111018436858e-05
NL0009508712, PLBCLTX00019, 1.2413069065615209e-05
PLMEXPL00010, PLSTLPD00017, 1.2438204832515367e-05
LU0646112838, PLCRTCH00017, 1.2487086955165003e-05
PLADDRG00015, PLERBUD00012, 1.2569539855672948e-05
PLKMPTR00012, PLTIM0000016, 1.2575494227202823e-05
PLKOMPP00017, PLNFI1000012, 1.2576881943051572e-05
PLELEKT00016, PLNTSYS00013, 1.2631742468627363e-05
LT0000131872, PLGNMTC00017, 1.2660988709795577e-05
PLECHPS00019, PLERTEL00011, 1.2768231368867597e-05
PLGMNGF00017, PLGRNKT00019, 1.2826456488653896e-05
PLLENAL00015, PLMOJ0000015, 1.3001646740192765e-05
CY0101062111, LU0607203980, 1.3080470141772933e-05
PLELZAB00010, PLWRWCK00013, 1.310820236214572e-05
PLGRNKT00019, PLLWBGD00016, 1.3130314497002693e-05
PLMAKRM00019, PLRNBWT00031, 1.3143366038265776e-05
PLNFI1000012, PLSTLSK00016, 1.3194823995054613e-05
PLGRNKT00019, PLSTLPF00012, 1.322565838909558e-05
PLINTBD00014, PLKETY000011, 1.3247893404326935e-05
NL0009508712, PLPWRMD00011, 1.3248139747090867e-05
PLGTC0000037, PLTRKPL00014, 1.3258255436699227e-05
LU0646112838, PLUNMOT00013, 1.3272863511964593e-05
EE3100063686, PLBUDMX00013, 1.3286007855845243e-05
PLPMPOL00031, PLRESBD00032, 1.3298410727928492e-05
PLINTKS00013, PLJWWNT00018, 1.330855051666421e-05
FR0000060873, PLRESBD00032, 1.3336226625856589e-05
PLPKPCR00011, US44853H1086, 1.3403684992964774e-05
PLINTKS00013, PLZCPLC00036, 1.3414563625878663e-05
NL0009508712, PLVTLGD00010, 1.342194917445502e-05
PLNFI1200018, PLXPLUS00013, 1.3462674732517907e-05
NL0011882741, PLULTGM00013, 1.3464999261103798e-05
PLFAMUR00012, PLMNRTR00012, 1.3506567230284597e-05
PLLENAL00015, PLWDM0000029, 1.358365935181423e-05
PLRESBD00032, PLSONEL00011, 1.359201587408213e-05
PLIZCJR00017, PLMSTWS00019, 1.3599820898175949e-05
PLGTC0000037, PLKRKCH00019, 1.3644280578047475e-05
PLRFMET00016, PLZSTAL00012, 1.3761239095659693e-05
PLCAMMD00032, PLONDE000018, 1.379530799463285e-05
LU0611262873, PLFERUM00014, 1.3814130500726245e-05
PLGMNGF00017, PLLENAL00015, 1.3825031850261529e-05
PLGMNGF00017, PLPGER000010, 1.3826532046699074e-05
PLGMNGF00017, PLZAPUL00057, 1.3835083585225144e-05
PLELKOP00013, PLVSTLA00011, 1.3837846742343162e-05
EE3100063686, PLBRSZW00011, 1.3842140648408868e-05
PLGMNGF00017, PLREMAK00016, 1.388794679557896e-05
NL0009508712, PLKRK0000010, 1.3899301895907165e-05
PLKLNR000017, PLLCCRP00017, 1.3907050595524467e-05
PLGNMTC00017, PLINTMS00019, 1.3909324413538044e-05
PLRAFAK00018, PLRELPL00014, 1.3955273837600157e-05
PLMSTWS00019, PLZPCOT00018, 1.396196142087801e-05
PLKRVTM00010, PLNVITA00018, 1.3996233286494205e-05
PLGMNGF00017, PLIZSTL00015, 1.4006826034447408e-05
PLRESBD00032, PLZPCOT00018, 1.4078780492240487e-05
NL0011882741, PLBRN2400013, 1.4086913536761285e-05
PLWDM0000029, PLWRWCK00013, 1.4097830431895606e-05
PLADDRG00015, PLRELPL00014, 1.40987602013204e-05
EE3100063686, PLWAWEL00013, 1.4119190500161259e-05
PLADDRG00015, PLNFI0700018, 1.4123520642000443e-05
PLMAKRM00019, PLPEKPL00010, 1.4162293956530381e-05
PLINTBD00014, PLINTCS00010, 1.42334968765969e-05
PLMXCMS00016, PLPCCEX00010, 1.4271286864439329e-05
LU0122624777, NL0009805613, 1.4350928028076498e-05
PLPONAR00012, PLWAWEL00013, 1.4405062769112787e-05
AT0000827209, PLABS0000018, 1.4452060430555953e-05
PLDRZPL00032, PLNFI0700018, 1.4500367941265944e-05
FR0000060873, PLR220000018, 1.4624814598611004e-05
NL0011882741, PLTSQGM00016, 1.4791669362109978e-05
PLHDRTR00013, PLIZCJR00017, 1.4825095599497404e-05
PLDGA0000019, PLFEERM00018, 1.4958559066889584e-05
PLCMRAY00029, PLNEWAG00012, 1.4976364729699986e-05
NL0009508712, PLSTSHL00012, 1.501456498465271e-05
PLFSING00010, PLPLAYW00015, 1.5025878353821677e-05
HU0000089198, PLMEXPL00010, 1.5064426168862576e-05
PLINTBD00014, PLVOXEL00014, 1.5065392015062327e-05
PLADDRG00015, PLMSTWS00019, 1.5194706033801058e-05
PLCMP0000017, PLSTPRK00019, 1.5201214214005643e-05
PLINTKS00013, PLRELPL00014, 1.538053098527981e-05
PLKLNR000017, PLXPLUS00013, 1.552186499232664e-05
PLNFI0700018, PLZSTAL00012, 1.5605444086627965e-05
PLHDRTR00013, PLMWTRD00013, 1.562185604080513e-05
PLGRNKT00019, PLSELNA00010, 1.5657549053883057e-05
PLBRSZW00011, PLZSTAL00012, 1.5709849700483393e-05
NL0009508712, PLNFI0600010, 1.5756677334344858e-05
CY0101062111, PLINPRO00015, 1.5819798327458596e-05
PLSFNKS00011, PLTAURN00011, 1.5853177182123068e-05
PLKLSTN00017, PLNFI0500012, 1.58766577090764e-05
PLBSK0000017, PLKRK0000010, 1.590427656766347e-05
PLFERUM00014, PLPEPES00018, 1.5958233544190628e-05
LU0122624777, PLKMPTR00012, 1.6008160290594664e-05
PLKPPD000017, PLPLSEP00013, 1.6206290035255236e-05
PLCIECH00018, PLKRKCH00019, 1.6254884711547014e-05
PLINTKS00013, PLPEPES00018, 1.6259617284641203e-05
PLINTBD00014, PLSKTAN00010, 1.62754908209842e-05
PLLZPSK00019, PLPANVA00013, 1.6363438952399564e-05
PLBSK0000017, PLSTIGR00012, 1.6428476745495738e-05
PLCMP0000017, PLIDMSA00044, 1.6533634690388278e-05
PLSKLNW00011, PLSTIGR00012, 1.657905078389991e-05
PLMNRTR00012, PLMSTPL00018, 1.657917894384566e-05
PLCAMMD00032, PLCVTNH00040, 1.659799126646204e-05
PLCMP0000017, PLKRINK00014, 1.6598203743367266e-05
PLINTKS00013, PLVVDGM00014, 1.6623163227005822e-05
AT0000827209, PLZATRM00012, 1.670126172311857e-05
PLCRTCH00017, PLLCCRP00017, 1.6757495401268198e-05
PLKMPTR00012, PLLCCRP00017, 1.68377058489529e-05
PLKLNR000017, PLPMPOL00031, 1.6859097611089915e-05
PLLENTX00010, PLSTIGR00012, 1.696755842214893e-05
HU0000089198, PLPILAB00012, 1.6987942759630198e-05
NL0009508712, PLBRE0000012, 1.7000212927235844e-05
PLELKOP00013, PLHELIO00014, 1.7001322020228254e-05
PLAPATR00018, PLLUBAW00013, 1.7030242415684634e-05
EE3100063686, PLRAFAK00018, 1.7228555627225702e-05
PLKMPTR00012, PLMUZA000019, 1.7355690541954556e-05
PLATREM00017, PLERPCO00017, 1.7376117733974697e-05
PLLUBAW00013, PLPEKPL00010, 1.737918532649999e-05
PLGTC0000037, PLZSTAL00012, 1.7387915034967652e-05
PLBRSZW00011, PLZRWZW00012, 1.7408251470844453e-05
PLMNRTR00012, PLSNZKA00033, 1.7643120916286952e-05
PLERPCO00017, PLMRVDV00011, 1.766823450003346e-05
NL0009508712, PLOPTTC00011, 1.77615061224329e-05
PLTELL000023, PLWOJAS00014, 1.7776158389480765e-05
PLMNRTR00012, PLREMAK00016, 1.7779089836054926e-05
PLELKOP00013, PLNFI0600010, 1.7796978796865994e-05
PLIZBLK00010, PLMRVDV00011, 1.780457704913494e-05
PLMEXPL00010, PLRELPL00014, 1.782608827331719e-05
PLKLSTN00017, PLPLTRG00038, 1.7904550205523517e-05
AT0000827209, PLBIG0000016, 1.8008762092431348e-05
PLCMPLD00016, PLFAMUR00012, 1.804624085131796e-05
PLELKOP00013, PLPANVA00013, 1.844665022160014e-05
PLINTBD00014, PLSTLEX00019, 1.846845888377837e-05
PLINTKS00013, PLMWTRD00013, 1.8473790762214997e-05
AT0000827209, PLSKLNW00011, 1.8510284233098806e-05
PLGRNKT00019, PLMAKRM00019, 1.8692670402986244e-05
FR0000060873, PLBOWM000019, 1.8707003099875278e-05
PLLUBAW00013, PLTALEX00017, 1.8776447580756228e-05
LU0122624777, PLNEWAG00012, 1.8778358344376913e-05
AT0000827209, NL0000686509, 1.8857553020504735e-05
PLMXCMS00016, PLVSTLA00011, 1.8885361377027427e-05
PLKMPTR00012, PLLPP0000011, 1.8968389770372054e-05
PLMNRTR00012, PLZTKMA00017, 1.9061583505680483e-05
PLINCLT00015, PLVSTLA00011, 1.906993598700216e-05
PLMNRTR00012, PLMSTWS00019, 1.9099904150246698e-05
PLELKOP00013, PLPEPES00018, 1.924951680740908e-05
PLKMPTR00012, PLMNNCP00011, 1.9354799456379845e-05
PLINTKS00013, PLPTNTS00019, 1.9447315478379587e-05
PLINTBD00014, PLLCCRP00017, 1.944941109571727e-05
PLMAKRM00019, PLWRWCK00013, 1.950367785685881e-05
PLADDRG00015, PLBRE0000012, 1.951214723604649e-05
PLADVPL00029, PLGRPRC00015, 1.954584285068464e-05
DE000A2E3772, PLPOLWX00026, 1.9593081149517634e-05
PLCNTSL00014, PLMSTSD00019, 1.9619113923638596e-05
AT0000827209, PLPKO0000016, 1.9782607632509746e-05
PLMNRTR00012, PLWOJAS00014, 1.9822211281024032e-05
PLSKLNW00011, PLSTLEX00019, 1.9851013334463887e-05
PLCMP0000017, PLPANVA00013, 1.9880278568481863e-05
PLPMPOL00031, PLPRCHM00014, 1.9894586728770406e-05
PLINTKS00013, PLQRCUS00012, 1.996748575241732e-05
PLELKOP00013, PLMAKRM00019, 1.9970507396730558e-05
PLKMPTR00012, PLZTKMA00017, 1.997161679388195e-05
PLELKOP00013, PLLSSFT00016, 2.000657277496146e-05
PLGTC0000037, PLIZSTL00015, 2.0077707577623725e-05
NL0009508712, PLVNDEX00013, 2.0220802628106925e-05
PLLENAL00015, PLSTPRK00019, 2.023663716074594e-05
PLINCLT00015, PLWDM0000029, 2.042212986855572e-05
PLDGA0000019, PLKLSTN00017, 2.0515235296297477e-05
PLGMNGF00017, PLPKBEX00072, 2.0773858600331087e-05
PLGRNKT00019, PLTAURN00011, 2.079260457005415e-05
PLASMGR00014, PLSMFBC00016, 2.081704581453355e-05
PLINTBD00014, PLMBION00016, 2.0852145247904537e-05
PLGMNGF00017, PLPKPCR00011, 2.088167925378718e-05
PLINTKS00013, PLZTKMA00017, 2.0949296709435276e-05
PLRESBD00032, PLRNBWT00031, 2.1021386534935245e-05
PLMSTZB00018, PLWELTN00012, 2.1055821800766575e-05
FR0000060873, PLPSSUS00018, 2.1122167333069935e-05
PLCMP0000017, PLVSTLA00011, 2.114183903894302e-05
PLCNTSL00014, PLPONAR00012, 2.1165934273110635e-05
PLKMPTR00012, PLMCIMG00012, 2.1194836000865353e-05
PLECHPS00019, PLMWTRD00013, 2.1232599437340686e-05
PLMSTSD00019, PLTRNSU00013, 2.1275909702452855e-05
PLGRNKT00019, PLNFI1000012, 2.14449538495922e-05
PLLUBAW00013, PLMSTZB00018, 2.1599408370794616e-05
EE3100063686, PLBEST000010, 2.1839377187708725e-05
PLBOS0000019, PLPOLWX00026, 2.1845754911347648e-05
PLINTKS00013, PLWAWEL00013, 2.1925642813824916e-05
PLATM0000021, PLPONAR00012, 2.195750785813813e-05
EE3100063686, PLNFI0600010, 2.197183259450443e-05
PLBOS0000019, PLWTCHN00030, 2.200866306140325e-05
PLSKTAN00010, PLSTPRK00019, 2.2056454855385636e-05
PLRESBD00032, PLSANWL00012, 2.206975406868609e-05
AT0000827209, PLLPP0000011, 2.2244660043413286e-05
PLGMNGF00017, PLXPLUS00013, 2.2352135286699865e-05
PLGMNGF00017, PLPRCHM00014, 2.2430339186804264e-05
PLGMNGF00017, PLRESBD00032, 2.2475744943734446e-05
PLIDMSA00044, PLMRCOR00016, 2.2494761885222553e-05
PLSANWL00012, PLSTLPF00012, 2.2620314560877722e-05
PLKLSTN00017, PLLVTSF00010, 2.268485730036456e-05
PLFERUM00014, PLPKBEX00072, 2.2714985164409733e-05
PLGMNGF00017, PLGSPR000014, 2.2742855490126e-05
AT0000827209, EE3100001751, 2.2763650896563155e-05
PLCELPD00013, PLFEERM00018, 2.28938537656001e-05
PLGMNGF00017, PLSKLNW00011, 2.3084788667356724e-05
PLELPO000016, PLSFNKS00011, 2.3097824469301667e-05
PLNFI0700018, PLRELPL00014, 2.3098324008045303e-05
PLCELPD00013, PLHMINW00016, 2.3153255164196582e-05
NL0011882741, PLRAFAK00018, 2.326102423246924e-05
AT0000827209, PLNFI0500012, 2.3414729150541015e-05
PLKLSTN00017, PLMNRTR00012, 2.3434012669879085e-05
PLLUBAW00013, PLOPTTC00011, 2.3467639519684754e-05
PLMNRTR00012, PLPWRMD00011, 2.357053525493274e-05
AT0000827209, PLGSPR000014, 2.3628492032665325e-05
PLPROJP00018, PLWOJAS00014, 2.3642964930203257e-05
EE3100063686, PLBRE0000012, 2.37037568568599e-05
AT0000827209, PLWDM0000029, 2.371470327235057e-05
PLINTKS00013, PLSKTAN00010, 2.3774429833744064e-05
PLGMNGF00017, PLSONEL00011, 2.380464961828315e-05
PLKPPD000017, PLNFI1200018, 2.3851417580538327e-05
PLELZAB00010, PLKRKCH00019, 2.3855028737624396e-05
PLINTKS00013, PLUNBEP00015, 2.386621843477097e-05
CY0101062111, PL11BTS00015, 2.3904225860428183e-05
ES0113900J37, PLFSING00010, 2.39106692872538e-05
PLGTC0000037, PLLUBAW00013, 2.395611021238085e-05
PLGRNKT00019, PLWDM0000029, 2.4064483497393633e-05
PLMEXPL00010, PLTALEX00017, 2.4145513959673923e-05
PLADDRG00015, PLECMNG00019, 2.4163396207972635e-05
PLCVTNH00040, PLXTRDM00011, 2.424233004293556e-05
PLINTKS00013, PLVNTIN00011, 2.4260356480783828e-05
EE3100099391, PLGSPR000014, 2.434620001789449e-05
PLPONAR00012, PLPRCHM00014, 2.435725325004166e-05
PLADDRG00015, PLBEST000010, 2.4423242710822997e-05
PLKLSTN00017, PLTWRNV00013, 2.4512037115962103e-05
PLCMP0000017, PLWDM0000029, 2.4524079733206258e-05
PLBTCOM00016, PLPONAR00012, 2.4574782920331622e-05
PLGMNGF00017, PLZSTAL00012, 2.4682834042173455e-05
PLHOGA000041, PLKNOPL00014, 2.473988498087205e-05
PLINTKS00013, PLPROJP00018, 2.475674161456134e-05
PLPONAR00012, PLSKTAN00010, 2.4788153846940542e-05
PLLUBAW00013, PLSNZKA00033, 2.497268047510263e-05
PLGRNKT00019, PLINTCS00010, 2.5359755965038583e-05
PLINTKS00013, PLKGNRC00015, 2.5435733991564393e-05
PLELKOP00013, PLSEKO000014, 2.5454797052972493e-05
PLRESBD00032, PLTALEX00017, 2.5463297128709034e-05
PLHDRTR00013, PLZSTAL00012, 2.550470082950715e-05
PLLZPSK00019, PLTRKPL00014, 2.5906749600808257e-05
PLKLSTN00017, PLR220000018, 2.5933572412578634e-05
PLVSTLA00011, PLWDM0000029, 2.6013546668490674e-05
PLELEKT00016, PLWDM0000029, 2.6127715134987424e-05
PLELZAB00010, PLKRINK00014, 2.6133301966738054e-05
PLGRNKT00019, PLNFI0500012, 2.616665903966573e-05
PLCMP0000017, PLECMNG00019, 2.6251159797728767e-05
PLINTKS00013, PLSARE000013, 2.627981317236308e-05
AT0000827209, PLZTKMA00017, 2.629054879375715e-05
PLNFI0500012, PLSKTAN00010, 2.6307456551985132e-05
PLIDMSA00044, PLIZCJR00017, 2.6438764955467418e-05
CY0101062111, PLVOXEL00014, 2.6525574303575725e-05
PLIZCJR00017, PLZAPUL00057, 2.6721787428497407e-05
PLCNTSL00014, PLFAMUR00012, 2.6738610987200728e-05
PLMNRTR00012, PLPLSEP00013, 2.6769587410526505e-05
EE3100063686, PLMSTSD00019, 2.67869138433385e-05
PLHDRTR00013, PLWELTN00012, 2.679253874161664e-05
PLIDMSA00044, PLINTGR00013, 2.6823433422694118e-05
PLHDRTR00013, PLWRWCK00013, 2.6947905114163314e-05
PLRNKPR00014, PLXTRDM00011, 2.6974967287744636e-05
PLINTBD00014, PLMUZA000019, 2.6995031423307337e-05
