stock1, stock2, p_value, crossings
PLKOMPP00017, PLNFI1000012, 1.2576881943051572e-05, 0.009702850212249849
EE3100063686, PLKETY000011, 1.0198151409188037e-05, 0.00969403211148137
PLINTSP00038, PLZSTAL00012, 2.2712191392576144e-10, 0.009658246656760773
PLINCLT00015, PLPANVA00013, 2.504263295571684e-07, 0.009658246656760773
PLKMPTR00012, PLZCPLC00036, 3.480687904974758e-07, 0.009651076466221232
PLSANWL00012, PLSTLSK00016, 6.949393339260689e-12, 0.009643801524342821
PLINTBD00014, PLMNRTR00012, 1.4404359697465447e-08, 0.009621353196772191
PLBRSZW00011, PLNTSYS00013, 2.367813082635808e-06, 0.009596456692913386
LU0122624777, PLMRCOR00016, 1.1038486976477596e-05, 0.009596456692913386
PLBAUMA00017, PLSELNA00010, 4.106223411378978e-09, 0.009592947886958776
PLLUBAW00013, PLNFI0600010, 3.655399329786358e-09, 0.009551243177683445
EE3100063686, PLNFI1200018, 9.883626307196355e-06, 0.009551243177683445
LU0122624777, PLSANWL00012, 8.201581637371208e-14, 0.009549461312438785
LU0122624777, PLTALEX00017, 4.724899458981448e-13, 0.009549461312438785
LU0122624777, PLCOMAR00012, 7.900813361313315e-13, 0.009549461312438785
LU0122624777, PLNVITA00018, 6.193279795547939e-12, 0.009549461312438785
PLINCLT00015, PLMSTSD00019, 1.041454616556171e-06, 0.009534883720930233
PLFAMUR00012, PLPMPOL00031, 3.231483083453536e-06, 0.009532666821669379
PLCNTSL00014, PLMSTSD00019, 1.96191139236386e-05, 0.009526736324523662
PLCMPLD00016, PLMKRNP00015, 2.3274214207761402e-08, 0.009526135808500244
PLBRSZW00011, PLMKRNP00015, 4.754356683346405e-06, 0.009526135808500244
PLCMPLD00016, PLZRWZW00012, 1.8191281451590418e-10, 0.009510223490252021
PLFERUM00014, PLHELIO00014, 2.749450399005884e-12, 0.009482129832239242
PLINTKS00013, PLPTNTS00019, 1.9447315478379587e-05, 0.00943952802359882
LU0646112838, PLTRMRX00011, 4.633370958747417e-06, 0.00941346850108617
PLNFI0600010, PLPANVA00013, 3.571841288072917e-06, 0.009410599306587419
EE3100063686, PLECHPS00019, 4.203768177844937e-06, 0.009391093607997577
PLECHPS00019, PLLSSFT00016, 2.1534711569630399e-07, 0.00937950937950938
PLRAFAK00018, PLVSTLA00011, 2.445260263036978e-24, 0.009369907658881044
PLLUBAW00013, PLTRNSU00013, 7.156545669245529e-06, 0.009362389023405972
PLLUBAW00013, PLMSTZB00018, 2.1599408370794616e-05, 0.009355509355509356
PLNFI0500012, PLSKTAN00010, 2.630745655198513e-05, 0.009351821992905514
PLCMPLD00016, PLNTSYS00013, 2.476619760423983e-06, 0.009350393700787402
NL0009508712, PLPWRMD00011, 1.3248139747090869e-05, 0.00933125972006221
AT0000827209, PLERTEL00011, 4.8830575532966e-08, 0.009330143540669857
PLGRNKT00019, PLKGHM000017, 2.50121979586762e-07, 0.009329647546648237
PLATM0000021, PLWRWCK00013, 2.2207848721544056e-20, 0.009326947315351651
PLINTBD00014, PLKETY000011, 1.3247893404326935e-05, 0.00931098696461825
PLLUBAW00013, PLPEKAO00016, 4.306672804201912e-06, 0.009310399242543791
LU0122624777, PLTLKPL00017, 4.042601255719491e-06, 0.00930460333006856
PLBRSZW00011, PLERBUD00012, 2.5459357527943484e-08, 0.00930004894762604
PLSTLPF00012, PLTRFRM00018, 9.335927091012815e-10, 0.009296429326008875
PLADDRG00015, PLSFNKS00011, 3.482751789860468e-06, 0.009296148738379814
PLADDRG00015, PLECMNG00019, 2.4163396207972635e-05, 0.009296148738379814
PLFAMUR00012, PLLENAL00015, 3.645989210733585e-06, 0.009295840111550081
PLELEKT00016, PLFORTE00012, 3.504173913732947e-11, 0.00925700365408039
PLELZAB00010, PLKRKCH00019, 2.38550287376244e-05, 0.009231536926147704
PLRESBD00032, PLTALEX00017, 2.5463297128709037e-05, 0.00921544209215442
PLTELL000023, PLWELTN00012, 3.138452534802169e-06, 0.009169638308711156
NL0009508712, PLENLMD00017, 1.1006135288134908e-05, 0.00914733747141457
PLATM0000021, PLVSTLA00011, 4.200136518048319e-06, 0.009120389136603162
EE3100063686, PLNVITA00018, 1.02647079526301e-05, 0.009088155104513784
AT0000827209, PLAB00000019, 2.592879623701054e-07, 0.009086561453849833
PLESTHN00018, PLIPOPM00011, 1.228509069730876e-20, 0.009085009733939001
LU0122624777, PLZCPLC00036, 4.257080853813358e-13, 0.009059745347698335
LU0122624777, PLAMBRA00013, 1.4288751260551237e-12, 0.009059745347698335
LU0122624777, PLBRE0000012, 5.37911557125349e-10, 0.009059745347698335
PLFERUM00014, PLMKRNP00015, 2.027540324758273e-15, 0.00903761602344895
PLINCLT00015, PLMKRNP00015, 5.672899539621849e-08, 0.00903761602344895
PLFAMUR00012, PLZRWZW00012, 8.957592857532266e-10, 0.00903471231573942
PLBRSZW00011, PLZRWZW00012, 1.7408251470844453e-05, 0.00903471231573942
PLLUBAW00013, PLPKN0000018, 1.1104559464884871e-05, 0.009028590536699549
PLIZCJR00017, PLMSTWS00019, 1.3599820898175947e-05, 0.009006755066299724
PLINTBD00014, PLSKTAN00010, 1.62754908209842e-05, 0.009000620732464307
PLINTBD00014, PLMUZA000019, 2.6995031423307337e-05, 0.009000620732464307
PLMSTZB00018, PLZSTAL00012, 6.153597996639405e-06, 0.008915304606240713
PLWELTN00012, PLZRWZW00012, 2.438462800398511e-08, 0.00891492613346918
PLMNRTR00012, PLSANWL00012, 4.501969342813315e-06, 0.008870774394629586
AT0000827209, PLCOMAR00012, 1.412445240291157e-06, 0.008847441415590627
AT0000827209, PLZCPLC00036, 1.504748916407706e-06, 0.008847441415590627
AT0000827209, PLNFI0500012, 2.341472915054101e-05, 0.008847441415590627
PLMSTSD00019, PLPONAR00012, 4.2539731945947935e-10, 0.008841321544904607
PLINTKS00013, PLTWRNV00013, 1.0559998301498597e-23, 0.0088008800880088
PLKMPTR00012, PLPWRMD00011, 6.010962445316003e-10, 0.008792345487457979
LU0646112838, PLWRKSR00019, 1.2231546106249323e-05, 0.008781173164734809
PLAPATR00018, PLLUBAW00013, 1.7030242415684634e-05, 0.008750754375377187
LU0122624777, PLKRKCH00019, 5.3166916995618184e-21, 0.00873253493013972
PLREDAN00019, PLSARE000013, 1.2564672661121988e-06, 0.008729388942774006
PLNFI1200018, PLTIM0000016, 6.8840060740488775e-06, 0.008713241014470205
NL0009508712, PLNFI0600010, 1.5756677334344858e-05, 0.008709175738724729
PLINTBD00014, PLTIM0000016, 2.8009904647814017e-08, 0.008690254500310366
CY0101062111, LU0607203980, 1.3080470141772931e-05, 0.008673305493093478
PLZRWZW00012, PLZSTAL00012, 3.2431761754097817e-17, 0.00866765725606736
PLLUBAW00013, PLSOFTB00016, 6.52166801316273e-07, 0.00865460267505901
PLINCLT00015, PLNTSYS00013, 1.4382495827752196e-09, 0.00861220472440945
PLMSTSD00019, PLPMPOL00031, 1.0960627599178573e-05, 0.008602650546384562
LU0122624777, PLLSSFT00016, 7.442070380080549e-13, 0.008570029382957884
LU0122624777, NL0000686509, 1.5954043500227255e-10, 0.008570029382957884
LU0122624777, PLMSTWS00019, 1.0559393488813954e-09, 0.008570029382957884
PLPONAR00012, PLZRWZW00012, 3.348895485108453e-13, 0.008559201141226819
PLINTKS00013, PLMWTRD00013, 1.8473790762215e-05, 0.00855457227138643
PLBOS0000019, PLWDMCP00013, 2.593368440039923e-06, 0.008550855085508551
EE3100063686, PLBRSZW00011, 1.3842140648408868e-05, 0.008482278097546198
PLPRCHM00014, PLSONEL00011, 9.849667523381932e-06, 0.008421052631578947
PLINTGR00013, PLLSSFT00016, 5.828200389815495e-07, 0.008417508417508417
HU0000089198, PLZEPAK00012, 4.644641688786873e-10, 0.008406432748538011
PLBAUMA00017, PLWELTN00012, 2.840005469625668e-07, 0.008405501782985226
PLINTBD00014, PLPLSEP00013, 1.6250879720808215e-08, 0.008379888268156424
AT0000827209, PLKOMPP00017, 4.504593334596213e-08, 0.008369201339072214
AT0000827209, PLLUBAW00013, 4.817007136094068e-07, 0.008369201339072214
PLMSTZB00018, PLNTSYS00013, 2.3037781741870165e-06, 0.008366141732283465
PLELEKT00016, PLKRINK00014, 5.568833694842456e-10, 0.008349705304518664
EE3100063686, PLNFI0600010, 2.197183259450443e-05, 0.008338386901152213
LU0122624777, PLBUDMX00013, 4.319963934801389e-09, 0.00832517140058766
PLMNRTR00012, PLPWRMD00011, 2.357053525493274e-05, 0.008275148694078097
PLAGORA00067, PLKPPD000017, 4.823960606021806e-06, 0.008247938015496127
PLGTC0000037, PLKRKCH00019, 1.3644280578047477e-05, 0.008233532934131737
PLIDMSA00044, PLZSTAL00012, 1.2515489360313733e-15, 0.008172362555720654
PLKMPTR00012, PLODLPL00013, 9.66122608115399e-06, 0.008166295471417966
PLFAMUR00012, PLMNRTR00012, 1.3506567230284596e-05, 0.008151522416686647
PLFAMUR00012, PLMSTSD00019, 2.4758046913562223e-20, 0.008133860097606322
PLELKOP00013, PLFAMUR00012, 2.146525870964577e-07, 0.008133860097606322
AT0000827209, PLEMCIM00017, 5.816022004468672e-07, 0.008130081300813009
NL0009508712, PLMKRNP00015, 7.174569307280832e-09, 0.008087091757387248
LU0122624777, PLHELIO00014, 4.597586146463794e-13, 0.008080313418217433
LU0122624777, PLPLSEP00013, 5.364889918075304e-13, 0.008080313418217433
LU0122624777, PLTIM0000016, 5.6203155381981376e-06, 0.008080313418217433
PLPONAR00012, PLSFNKS00011, 1.7594960483176144e-10, 0.008058945429426664
FR0000060873, PLWDM0000029, 2.029633927388296e-06, 0.007997936016511867
PLBRSZW00011, PLKRKCH00019, 2.903832158221555e-06, 0.007984031936127744
PLINTKS00013, PLWAWEL00013, 2.192564281382492e-05, 0.007964601769911504
PLMNRTR00012, PLNVITA00018, 5.971722174853081e-06, 0.007911771757372333
PLMNRTR00012, PLMSTPL00018, 1.657917894384566e-05, 0.007911771757372333
PLCMPLD00016, PLFAMUR00012, 1.804624085131796e-05, 0.007901464094817569
PLFERUM00014, PLPEPES00018, 1.5958233544190628e-05, 0.007896735003796507
AT0000827209, PLPEKPL00010, 7.353913642726466e-08, 0.007890961262553802
AT0000827209, PLMCIMG00012, 2.722109758575576e-07, 0.007890961262553802
PLELZAB00010, PLZRWZW00012, 2.4072629699278145e-08, 0.007845934379457917
LU0122624777, PLAB00000019, 6.516543367903677e-11, 0.007835455435847209
PLELPO000016, PLSFNKS00011, 2.3097824469301667e-05, 0.00782868984572876
PLSTLSK00016, PLWRWCK00013, 1.0563034750512623e-09, 0.007814469372321654
PLESTHN00018, PLSTLEX00019, 2.2483066176940792e-29, 0.007787151200519144
PLLUBAW00013, PLTIM0000016, 3.0028282799066578e-06, 0.007779679477205539
FR0000060873, PLCSPAM00017, 2.109913061530837e-06, 0.007767646065518406
PLINTBD00014, PLINTKS00013, 1.141140675808388e-09, 0.007759155803848541
PLINTBD00014, PLVNDEX00013, 2.6660402608840272e-08, 0.007759155803848541
PLINTBD00014, PLUNMST00014, 1.0776950386861062e-07, 0.007759155803848541
PLINTBD00014, PLMWTRD00013, 2.438973992032373e-07, 0.007759155803848541
PLINTBD00014, PLKNOPL00014, 9.609781654627813e-09, 0.007751937984496124
PLSKTAN00010, PLTLKPL00017, 1.0785285574953966e-08, 0.007739438890680426
PLGSPR000014, PLMDCLG00015, 7.827393480503174e-07, 0.007715531700771553
PLADDRG00015, PLMSTPL00018, 5.476234801522249e-06, 0.007702523240371846
PLADDRG00015, PLMSTWS00019, 1.5194706033801058e-05, 0.007702523240371846
PLADDRG00015, PLBEST000010, 2.4423242710823e-05, 0.007702523240371846
PLTRNSU00013, PLZSTAL00012, 5.908313451163116e-11, 0.007677067855373947
PLSKTAN00010, PLSTLPF00012, 1.3502788699312865e-07, 0.007655665192242259
AT0000827209, PLBOS0000019, 1.124285156815537e-06, 0.007651841224294596
PLPMPOL00031, PLWELTN00012, 7.176390916270348e-07, 0.007641365257259297
PLGRNKT00019, PLNTSYS00013, 2.891597948294631e-06, 0.007601935038009675
PLAPATR00018, PLSFNKS00011, 5.798256585113378e-14, 0.007598434262030854
PLKOMPP00017, PLNFI0700018, 1.065834591092682e-05, 0.007580351728320194
PLSKTAN00010, PLSTLEX00019, 5.9328125286670324e-08, 0.007578200580457917
EE3100063686, PLBEST000010, 2.1839377187708725e-05, 0.007573462587094819
FR0000060873, PLMRVDV00011, 2.7891293688432665e-06, 0.007560137457044674
PLDRZPL00032, PLHELIO00014, 1.156533138832892e-05, 0.007537077558959397
PLECHPS00019, PLERGIN00015, 1.6582377946897384e-29, 0.00751503006012024
PLBRSZW00011, PLERGIN00015, 1.133363471022334e-05, 0.00751503006012024
LU0646112838, PLPHN0000014, 1.6838800141282378e-07, 0.007501875468867217
PLCIECH00018, PLKRKCH00019, 1.6254884711547014e-05, 0.0074850299401197605
PLFERUM00014, PLLSSFT00016, 9.192355528188131e-10, 0.007455507455507456
PLINTBD00014, PLZBMZC00019, 3.80534336308158e-09, 0.0074487895716946
PLINTBD00014, PLPLPGR00010, 1.6325658190656593e-06, 0.0074487895716946
AT0000827209, PLBRE0000012, 3.957334733725467e-08, 0.00741272118603539
PLMSTSD00019, PLSTPRK00019, 0.0, 0.007401924500370096
NL0009508712, PLSTIGR00012, 9.084648855519136e-07, 0.007388371345968519
PLELZAB00010, PLWELTN00012, 3.5615748298277754e-08, 0.007386653082017321
PLGMNGF00017, PLRNBWT00031, 2.7656242398658848e-05, 0.007380073800738007
PLLUBAW00013, PLMNNCP00011, 3.6241802031126887e-06, 0.007352941176470588
LU0122624777, PLPONAR00012, 2.40947303425346e-06, 0.007345739471106758
LU0122624777, LU0327357389, 1.580587467732064e-17, 0.00729559748427673
PLGRNKT00019, PLMSTSD00019, 1.2264333715518793e-06, 0.007256392536281963
PLGRNKT00019, PLLWBGD00016, 1.3130314497002693e-05, 0.007256392536281963
PLGRNKT00019, PLWDM0000029, 2.4064483497393637e-05, 0.007256392536281963
PLTRNSU00013, PLWDM0000029, 7.838083474517687e-06, 0.00722651383005233
PLFAMUR00012, PLPRCHM00014, 5.064682931323199e-06, 0.007204276086451313
PLPMPOL00031, PLZSTAL00012, 5.85254185262687e-18, 0.007181773155027241
AT0000827209, PLELPO000016, 1.364649535857543e-06, 0.007173601147776184
AT0000827209, PLSTLPF00012, 1.4402261606821495e-06, 0.007173601147776184
FR0000060873, PLBOWM000019, 1.870700309987528e-05, 0.007169682485489928
PLIZCJR00017, PLVNDEX00013, 1.0051938424784353e-07, 0.007160561828697329
NL0009508712, PLEURCH00011, 4.7491038593776486e-08, 0.007153965785381027
NL0009508712, PLSTPRK00019, 1.0480015795955035e-07, 0.007153965785381027
NL0009508712, PLXPLUS00013, 7.948338316531646e-06, 0.007153965785381027
NL0009508712, PLBIOMX00015, 8.680259479184323e-06, 0.007153965785381027
PLMSTWS00019, PLVSTLA00011, 7.095321293665997e-06, 0.007139970362387175
PLINTBD00014, PLSTLPD00017, 6.1185776588723255e-09, 0.007138423339540658
PLINTBD00014, PLZSTAL00012, 7.337246134143808e-09, 0.007138423339540658
PLINTBD00014, PLLUBAW00013, 7.43248263547502e-09, 0.007138423339540658
PLMSTSD00019, PLZRWZW00012, 1.812442991559731e-10, 0.007132667617689016
PLPEPES00018, PLSTLSK00016, 8.222562214941039e-06, 0.0071115146013012555
LU0122624777, PLKOMPP00017, 6.512917707566825e-12, 0.007100881488736533
LU0122624777, PLDEBCA00016, 1.9519586149346243e-09, 0.007100881488736533
PLINTKS00013, PLTRKPL00014, 4.72198536499851e-06, 0.007079646017699115
PLRESBD00032, PLXTRDM00011, 4.751194617428836e-07, 0.006974248927038627
EE3100063686, PLREMAK00016, 1.1003784724711289e-05, 0.0069675855801272345
PLMNRTR00012, PLPKN0000018, 8.456416616639626e-06, 0.00695276912011508
AT0000827209, PLSANWL00012, 3.4178067860297697e-08, 0.006934481109516977
AT0000827209, PLELKOP00013, 2.9983727752957458e-06, 0.006934481109516977
PLPRCHM00014, PLQRCUS00012, 6.05346893615373e-06, 0.006883770187979878
LU0122624777, PLREDAN00019, 4.2454103368014815e-06, 0.0068560235063663075
PLINTBD00014, PLTHP0000011, 5.278943318437051e-07, 0.006828057107386716
PLLUBAW00013, PLNFI0700018, 4.7446263315857714e-08, 0.006822316555488175
HU0000089198, PLPILAB00012, 1.6987942759630198e-05, 0.0068173663437387875
PLGTC0000037, PLLUBAW00013, 2.395611021238085e-05, 0.0067733990147783255
PLLUBAW00013, PLODLPL00013, 2.9953876608743378e-06, 0.006709315025745046
PLGSPR000014, PLINPRO00015, 8.713117343007798e-09, 0.0066857688634192934
PLLENTX00010, PLNFI0700018, 5.078917136073272e-08, 0.0066707095209217705
HU0000089198, LT0000128621, 4.401751102402594e-27, 0.006661732050333087
PLLUBAW00013, PLTALEX00017, 1.8776447580756228e-05, 0.006624825662482566
LU0122624777, PLZAPUL00057, 9.802906180600149e-13, 0.006611165523996082
LU0122624777, PLNFI0500012, 1.3130811863357392e-06, 0.006611165523996082
PLECHPS00019, PLMKRNP00015, 2.686053514510708e-07, 0.006595017098192477
CY0101062111, PLERPCO00017, 5.851382778471569e-06, 0.006564551422319475
PLBRSZW00011, PLDUDA000016, 7.936595507841479e-11, 0.006552322220080941
PLATM0000021, PLRNBWT00031, 1.857561819651733e-21, 0.006539235412474849
PLSANWL00012, PLTIM0000016, 2.7001321338360345e-10, 0.006534930760852653
PLLUBAW00013, PLRELPL00014, 1.2716028538279058e-06, 0.006534006534006534
NL0009508712, PLDECOR00013, 4.24804447769705e-07, 0.006531881804043546
NL0009508712, PLNFI0700018, 4.468973694203401e-06, 0.006531881804043546
NL0009508712, PLECMNG00019, 4.478302288500212e-06, 0.006531881804043546
PLINTBD00014, PLWOJAS00014, 6.06571483849073e-10, 0.006517690875232775
PLINTBD00014, PLMOBRK00013, 7.317641072904251e-09, 0.006517690875232775
PLINTBD00014, PLMSTSD00019, 7.339651005679799e-09, 0.006517690875232775
PLINTBD00014, PLTRKPL00014, 1.2086767957460525e-08, 0.006517690875232775
PLPEPES00018, PLPONAR00012, 8.77077413832278e-12, 0.006514657980456026
PLATM0000021, PLPONAR00012, 2.195750785813813e-05, 0.0064856100526955816
LU0122624777, PLSELNA00010, 2.804775436957342e-12, 0.0064817215452424165
AT0000827209, PLKGNRC00015, 3.882301744756105e-08, 0.006456241032998565
AT0000827209, NL0000686509, 1.885755302050473e-05, 0.006456241032998565
PLUNMST00014, PLZSTAL00012, 3.848171270539527e-09, 0.0064388311045071814
PLELZAB00010, PLSKLNW00011, 2.842006987474649e-13, 0.006431695394906097
PLLUBAW00013, PLPEKPL00010, 1.737918532649999e-05, 0.0063855063855063855
LU0122624777, PLKETY000011, 6.659404089512911e-11, 0.006366307541625857
PLCMPLD00016, PLERBUD00012, 1.8890842512809257e-06, 0.006363191385217817
PLATM0000021, PLCTINT00018, 1.4284012948661836e-27, 0.006324310650139135
PLELZAB00010, PLMWTRD00013, 2.4320408329002847e-06, 0.006292474200855777
PLSKTAN00010, PLTIM0000016, 7.38571593492958e-08, 0.006288294098677846
PLFERUM00014, PLINCLT00015, 2.866714115883453e-09, 0.006279069767441861
PLMSTWS00019, PLVOTUM00016, 2.540722337572981e-06, 0.006275494195167869
PLZBMZC00019, PLZRWZW00012, 5.992932452411179e-12, 0.00624512099921936
PLSFNKS00011, PLWDM0000029, 1.1569742448902778e-05, 0.0062297533017692495
NL0009508712, PLTIM0000016, 2.1179872356869804e-06, 0.006220839813374806
PLFERUM00014, PLPONAR00012, 4.903863552658619e-06, 0.006204436171862882
PLPONAR00012, PLZSTAL00012, 4.534930290215801e-27, 0.006191183754333828
PLMDCLG00015, PLMRVDV00011, 5.384194451216664e-07, 0.006185567010309278
PLIDMSA00044, PLPONAR00012, 5.305065960078205e-07, 0.0061660427218674305
PLINCLT00015, PLKRINK00014, 1.5874657645450703e-06, 0.006139489194499017
PLMSTSD00019, PLTRNSU00013, 2.127590970245285e-05, 0.006133979015334947
PLSKTAN00010, PLTRFRM00018, 1.8660578652874971e-06, 0.006127192055778576
LU0122624777, PLLUBAW00013, 1.648957136974923e-11, 0.0061214495592556315
PLADDRG00015, PLMNNCP00011, 1.1132870600207834e-05, 0.006108897742363878
FR0000060873, PLVVDGM00014, 2.4525998225024725e-10, 0.0060931899641577065
PLMNRTR00012, PLMSTWS00019, 1.9099904150246695e-05, 0.005993766482857828
PLPEPES00018, PLSFNKS00011, 9.040959920180735e-06, 0.005986645176145521
LU0122624777, PLXPLUS00013, 3.357970567889391e-11, 0.005972474681900805
PLLUBAW00013, PLSTLPD00017, 1.608313580026959e-08, 0.005947842000915053
PLECHPS00019, PLSTPRK00019, 9.491783224151846e-08, 0.005921539600296077
PLSANWL00012, PLVSTLA00011, 1.8982720199561703e-11, 0.00591071706330689
PLBRSZW00011, PLSANWL00012, 6.313784568098855e-07, 0.00591071706330689
NL0009508712, PLINCLT00015, 1.5694554074726748e-06, 0.005909797822706065
NL0009508712, PLADVPL00029, 3.1924449319398387e-06, 0.005909797822706065
PLINTBD00014, PLMKRNP00015, 7.031638494245305e-09, 0.005896958410924891
PLINTBD00014, PLKLNR000017, 8.469355108517949e-09, 0.005896958410924891
PLINTBD00014, PLK2ITR00010, 6.711824141680762e-08, 0.005896958410924891
PLINTBD00014, PLKRINK00014, 1.213981444654963e-07, 0.005896958410924891
PLINTBD00014, PLMRBUD00015, 1.974967082006768e-07, 0.005896958410924891
PLLUBAW00013, PLOPTTC00011, 2.3467639519684754e-05, 0.0058823529411764705
LU0122624777, PLINTCS00010, 5.257222887447052e-11, 0.005876591576885406
PLELZAB00010, PLRNBWT00031, 4.023832807271744e-06, 0.005784708249496982
PLINTKS00013, PLVNTIN00011, 2.4260356480783828e-05, 0.005683517798384685
PLSKTAN00010, PLTRNSU00013, 4.847070147257949e-08, 0.005649717514124294
PLINTBD00014, PLVOTUM00016, 3.1601671303663686e-08, 0.005647944775651083
LU0122624777, PLFAMUR00012, 1.1863674211754204e-19, 0.005631733594515181
LU0122624777, PLCCC0000016, 5.812994198328575e-11, 0.005631733594515181
LU0122624777, PLECBDZ00013, 6.78451008566199e-08, 0.005631733594515181
PLACTIN00018, PLBIOPL00013, 9.607703191433525e-06, 0.005612722170252572
PLINTKS00013, PLZTKMA00017, 2.094929670943528e-05, 0.005604719764011799
NL0009508712, PLINTGR00013, 2.721004868219639e-07, 0.005598755832037325
PLFAMUR00012, PLFERUM00014, 2.288882326594776e-06, 0.005577504066930049
PLFAMUR00012, PLLSSFT00016, 4.0880872931379786e-08, 0.005531505531505531
PLELZAB00010, PLWRWCK00013, 1.310820236214572e-05, 0.005293672800604991
NL0009508712, PLMSTSD00019, 4.54255323708574e-06, 0.0052877138413685845
PLINTBD00014, PLINTRL00013, 3.418732558158552e-09, 0.005276225946617008
PLINTBD00014, PLSEKO000014, 1.2817510915938036e-06, 0.005276225946617008
PLIZCJR00017, PLZAPUL00057, 2.6721787428497407e-05, 0.005253940455341506
PLPEPES00018, PLZRWZW00012, 1.3764353040784022e-10, 0.005230622919638612
AT0000827209, EE3100001751, 2.2763650896563155e-05, 0.0051698670605613
PLIDMSA00044, PLNTSYS00013, 4.772565897419513e-12, 0.00516732283464567
LU0122624777, PLOPTTC00011, 2.825778328092196e-11, 0.00514201762977473
LU0122624777, PLATLPL00018, 1.220672760492627e-09, 0.00514201762977473
LU0646112838, PLBOWM000019, 5.945808833675864e-07, 0.005121201775349949
PLSKTAN00010, PLTALEX00017, 1.5921498950288126e-07, 0.005055788005578801
AT0000827209, PLAMBRA00013, 3.451196506945888e-08, 0.005021520803443328
PLIZCJR00017, PLLUBAW00013, 2.6999968255305364e-05, 0.005003752814610958
PLFERUM00014, PLZRWZW00012, 8.84555945527635e-06, 0.004992867332382311
PLNFI0600010, PLWDM0000029, 1.0185150449297564e-07, 0.0049838026414154
PLLUBAW00013, PLSANWL00012, 2.069187623375994e-06, 0.004977445948047908
PLINTBD00014, PLSTPRK00019, 6.292293722956894e-07, 0.004965859714463066
PLNFI0600010, PLZSTAL00012, 5.350351554272152e-07, 0.004952947003467063
PLGMNGF00017, PLZRWZW00012, 7.226893634650696e-07, 0.004920049200492005
PLGMNGF00017, PLZAMET00010, 5.319976349670438e-06, 0.004920049200492005
PLGMNGF00017, PLNFI0700018, 5.3429266610280336e-06, 0.004920049200492005
HU0000089198, SI0031102120, 9.498266689032418e-06, 0.004867872044506259
LU0122624777, PLBGZ0000010, 8.617230289338584e-10, 0.0048449612403100775
PLIDMSA00044, PLPEPES00018, 3.110328701282586e-07, 0.004844747852895838
PLBOS0000019, PLTORPL00016, 3.974154921631123e-06, 0.004826678367705134
LU0122624777, PLMWTRD00013, 1.5490456610807435e-19, 0.00478228039265039
HU0000089198, PLTRMRX00011, 3.3694902824406434e-08, 0.004706734250543085
PLECHPS00019, PLKRINK00014, 1.462934165162058e-07, 0.004666011787819254
NL0009508712, PLPLSEP00013, 2.128937804260355e-06, 0.004665629860031105
PLINTBD00014, PLPRCHM00014, 8.442886496669951e-09, 0.004655493482309125
PLINTBD00014, PLPONAR00012, 2.7652666677329225e-07, 0.004655493482309125
LU0122624777, PLSNZKA00033, 2.7035337182064355e-12, 0.00465230166503428
LU0122624777, PLBIOTN00029, 6.227964175745166e-11, 0.00465230166503428
LU0122624777, PLSTLEX00019, 4.374513279808123e-09, 0.00465230166503428
PLMNRTR00012, PLSNZKA00033, 1.7643120916286952e-05, 0.004555262526971949
PLTELL000023, PLZSTAL00012, 4.907600400229665e-06, 0.004457652303120356
PLMSTSD00019, PLPEPES00018, 1.806108408716404e-06, 0.004456054087277198
PLPONAR00012, PLSTPRK00019, 2.5429038560177377e-07, 0.0044411547002220575
PLIDMSA00044, PLPMPOL00031, 3.9879404417117655e-08, 0.004417577307602883
LU0122624777, PLBOS0000019, 1.1233509125522285e-07, 0.004407443682664055
PLELZAB00010, PLIQPRT00017, 6.413539315048402e-09, 0.0043456032719836404
LU0122624777, PLWELTN00012, 3.1444493811617783e-14, 0.004330106979113602
PLSKTAN00010, PLTELL000023, 1.0893027613854164e-06, 0.004238233325897837
PLLUBAW00013, PLPEPES00018, 2.1369970818154623e-09, 0.004236646996519897
LU0122624777, PLZSTAL00012, 8.984232062415741e-26, 0.004210004952947003
PLPONAR00012, PLSKTAN00010, 2.4788153846940545e-05, 0.00419219606578523
LU0122624777, PLNTSYS00013, 9.053729858719864e-18, 0.004183070866141733
PLINTKS00013, PLKGNRC00015, 2.5435733991564396e-05, 0.004129793510324484
PLMNRTR00012, PLWAWEL00013, 9.378465930308616e-06, 0.004075761208343323
PLMNRTR00012, PLREMAK00016, 1.7779089836054926e-05, 0.004075761208343323
NL0009508712, PLERGIN00015, 2.417639179689381e-08, 0.004043545878693624
NL0009508712, PLECHPS00019, 3.337140145403065e-07, 0.004043545878693624
NL0009508712, PLMWTRD00013, 4.089136763743486e-07, 0.004043545878693624
NL0009508712, PLSTLPD00017, 6.004676089191875e-06, 0.004043545878693624
NL0009508712, PLBRE0000012, 1.7000212927235844e-05, 0.004043545878693624
PLATM0000021, PLERGIN00015, 2.385963895616091e-13, 0.004008016032064128
PLSFNKS00011, PLVNTIN00011, 4.997777004446018e-08, 0.003888722704157942
PLLUBAW00013, PLREDAN00019, 1.1214107380009532e-05, 0.0038306451612903224
LU0122624777, PLECMNG00019, 6.433344641450135e-11, 0.003830439223697651
LU0122624777, PLWDM0000029, 9.724826813440257e-14, 0.00373785198106155
LU0122624777, PLMKRNP00015, 5.011891665753736e-12, 0.003672869735553379
LU0122624777, PLDUDA000016, 2.7381221195763227e-11, 0.003672869735553379
PLFERUM00014, PLKLSTN00017, 2.9457670781074232e-09, 0.0036328408815693874
