stock1, stock2, p_value, crossings
PLTHP0000011, PLTIM0000016, 8.546558615509046e-06, 0.019482407676650187
PLESTHN00018, PLNTSYS00013, 4.5420478059831534e-30, 0.01946787800129786
PLESTHN00018, PLMRVPL00016, 6.703834153624607e-30, 0.01946787800129786
PLESTHN00018, PLKETY000011, 6.882504051918205e-30, 0.01946787800129786
PLESTHN00018, PLFAMUR00012, 6.915857376845098e-30, 0.01946787800129786
PLESTHN00018, PLZUE0000015, 9.837022668275505e-30, 0.01946787800129786
PLESTHN00018, PLSONEL00011, 1.1245116359342365e-29, 0.01946787800129786
PLESTHN00018, PLINTBD00014, 2.8175941238277882e-19, 0.01946787800129786
PLATM0000021, PLNFI0700018, 7.535269835962054e-07, 0.019456830158086746
PLGTC0000037, PLVOTUM00016, 1.1597915024541523e-05, 0.019454032005020397
PLKLNR000017, PLWDM0000029, 2.2127208863253625e-06, 0.01943683030152006
PLELZAB00010, PLMNRTR00012, 1.2259006866405675e-05, 0.01941980340445936
AT0000827209, PLSOFTB00016, 8.829861602884927e-09, 0.019368723098995694
AT0000827209, PLBEST000010, 5.370636870763924e-06, 0.019368723098995694
AT0000827209, PLBIG0000016, 1.8008762092431348e-05, 0.019368723098995694
PLNFI0700018, PLRNBWT00031, 1.6590383871026118e-07, 0.01936619718309859
PLPEKPL00010, PLSNZKA00033, 9.806499855221563e-08, 0.019358741681790685
PLIDMSA00044, PLOPNPL00013, 3.67845889616678e-19, 0.019332161687170474
PLRESBD00032, PLZPCOT00018, 1.4078780492240488e-05, 0.019319227230910764
PLFAMUR00012, PLMKRNP00015, 7.071045103751576e-16, 0.019296531509526135
PLELEKT00016, PLMOJ0000015, 4.541066215088842e-06, 0.019278299555116164
LU0611262873, PLMRCTR00015, 3.6856137882530426e-07, 0.01927019270192702
PLNFI0700018, PLVSTLA00011, 6.206052405567092e-08, 0.019254093389933294
PLNFI0700018, PLRELPL00014, 2.3098324008045303e-05, 0.019254093389933294
PLIDMSA00044, PLKPPD000017, 4.629573528982964e-11, 0.019245188702824295
PLINTBD00014, PLSNZKA00033, 1.599231169392037e-06, 0.019242706393544383
NL0009508712, PLMFO0000013, 4.0532631461322106e-06, 0.019222903885480574
PLGSPR000014, PLSUNEX00013, 6.983565815550611e-06, 0.019211324570273004
NL0011882741, PLCAMMD00032, 8.149806158497922e-06, 0.01918859649122807
PLINTKS00013, PLTALEX00017, 1.2069512335021528e-06, 0.019174041297935103
PLKLNR000017, PLKRINK00014, 1.2875909260011881e-13, 0.019155206286836934
AT0000827209, EE3100063686, 1.901960476635008e-06, 0.01912960306073649
PLSKTAN00010, PLTNDRH00012, 6.434780367402038e-08, 0.01910828025477707
PLNFI0700018, PLNFI1000012, 7.6096305643650656e-06, 0.01910248635536689
PLBAUMA00017, PLZSTAL00012, 1.266989793243444e-06, 0.019068845963348194
PLKMPTR00012, PLZATRM00012, 3.4849397149326364e-08, 0.01906503003395142
IT0005239360, PLATAL000046, 1.0235276411958e-05, 0.01903628792385485
PLPEPES00018, PLUNMST00014, 6.396287779382634e-08, 0.019018548955153793
PLELEKT00016, PLPKN0000018, 1.1414718365886282e-11, 0.01900121802679659
PLELEKT00016, PLZTKMA00017, 9.346253297338231e-11, 0.01900121802679659
PLELEKT00016, PLELPO000016, 1.0727984192267839e-10, 0.01900121802679659
PLELEKT00016, PLPEKAO00016, 4.257861116496727e-07, 0.01900121802679659
PLELEKT00016, PLMNRTR00012, 1.25887597319323e-06, 0.01900121802679659
LU0646112838, PLVVDGM00014, 1.2479147076456511e-06, 0.01899641577060932
PLNFI1200018, PLXPLUS00013, 1.3462674732517907e-05, 0.018956115294728643
PLINTBD00014, PLVNTIN00011, 2.584791803289363e-06, 0.01893234016139044
PLINTBD00014, PLZCPLC00036, 1.055880517636609e-05, 0.01893234016139044
PLINTKS00013, PLINTRL00013, 4.367320861951371e-06, 0.01887905604719764
PLGSPR000014, PLTOYA000011, 2.024098556604819e-06, 0.01885544161429044
AT0000827209, PLOPNPL00013, 3.799219396163333e-06, 0.01883002761737384
PLECHPS00019, PLFAMUR00012, 5.0992651013843005e-06, 0.018824076225888914
PLESTHN00018, PLPLSEP00013, 2.175346728963232e-30, 0.01881894873458793
PLESTHN00018, PLEURCH00011, 7.678808335728283e-30, 0.01881894873458793
PLESTHN00018, PLHRPHG00023, 7.839055452997666e-30, 0.01881894873458793
PLESTHN00018, PLSKTAN00010, 8.490903062884459e-30, 0.01881894873458793
PLESTHN00018, PLKNOPL00014, 9.67161297325206e-26, 0.01881894873458793
PLESTHN00018, PLIDMSA00044, 5.773359436815824e-24, 0.01881894873458793
PLCMPLD00016, PLLSSFT00016, 3.5377362617530756e-11, 0.01875901875901876
PLNFI0700018, PLTELL000023, 6.628394817641135e-07, 0.018737452598706225
PLBAUMA00017, PLHELIO00014, 8.167246038954178e-10, 0.018721128130318503
AT0000827209, PLRAFAK00018, 2.687905112720086e-07, 0.018651362984218076
AT0000827209, PLLPP0000011, 2.224466004341329e-05, 0.018651362984218076
PLRELPL00014, PLSEKO000014, 3.674444769222507e-07, 0.01863053472054198
PLINTBD00014, PLIZCJR00017, 1.0203525717819672e-08, 0.0186219739292365
PLINTKS00013, PLSONEL00011, 9.540879533960108e-06, 0.018584070796460177
PLELEKT00016, PLTALEX00017, 2.3614330790341244e-12, 0.01851400730816078
PLKLNR000017, PLNTSYS00013, 1.9459274310815688e-11, 0.018454724409448817
PLCMRAY00029, PLMRCTR00015, 7.790742376134831e-09, 0.01845018450184502
AT0000827209, PLHDRTR00013, 2.846810051603375e-07, 0.018412242945958873
AT0000827209, PLREMAK00016, 2.696354888437044e-06, 0.018412242945958873
AT0000827209, PLECBDZ00013, 4.890968242418907e-06, 0.018412242945958873
PLKLNR000017, PLPONAR00012, 2.6250252636636588e-08, 0.018404907975460124
PLATM0000021, PLKLNR000017, 2.7210623897733856e-05, 0.018404907975460124
PLECHPS00019, PLWRWCK00013, 6.313122355275557e-30, 0.018401814973531636
PLELEKT00016, PLLCCRP00017, 2.636734423823449e-06, 0.018391368317802845
PLPEPES00018, PLRFMET00016, 1.1704481581498341e-21, 0.018373346398824104
PLRAFAK00018, PLRELPL00014, 1.3955273837600156e-05, 0.018318188374441078
PLGRNKT00019, PLPGER000010, 7.351679085561277e-06, 0.018313752591568762
PLGRNKT00019, PLNFI1000012, 2.14449538495922e-05, 0.018313752591568762
PLINTBD00014, PLOPTTC00011, 9.75687498500906e-07, 0.01831160769708256
LU0611262873, PLENERG00022, 4.332748350961332e-08, 0.018292682926829267
PLELZAB00010, PLTRKPL00014, 2.8044228813354866e-17, 0.018251928020565553
PLLZPSK00019, PLRAFAK00018, 3.045498151376738e-06, 0.018176070807649755
PLESTHN00018, PLPLPGR00010, 9.351622373380659e-30, 0.018170019467878003
PLESTHN00018, PLINTSP00038, 1.0613350950668686e-29, 0.018170019467878003
PLELKOP00013, PLKLSTN00017, 1.199931746392298e-07, 0.018164204407846937
LU0122624777, PLIQPRT00017, 1.097022604762608e-13, 0.018149284253578733
PLPONAR00012, PLUNMST00014, 5.2559580124150076e-14, 0.018079361352430146
PLKLNR000017, PLOPNPL00013, 1.0078502417113582e-08, 0.018076826512678886
PLECHPS00019, PLZRWZW00012, 3.916223847942545e-19, 0.01806942463147884
PLKMPTR00012, PLKRINK00014, 1.1399196125903384e-06, 0.018064835436773077
FR0000060873, PLROPCE00017, 7.807389105864337e-06, 0.01805985552115583
PLELEKT00016, PLZCPLC00036, 3.4193458918290255e-12, 0.018026796589524968
PLELEKT00016, PLWAWEL00013, 3.608402220306346e-11, 0.018026796589524968
PLINTBD00014, PLKRK0000010, 3.4702100067104133e-07, 0.018012222579607592
PLINTKS00013, PLZCPLC00036, 1.3414563625878664e-05, 0.01799410029498525
PLBAUMA00017, PLCTINT00018, 6.295903014787384e-12, 0.017961042246395144
PLELEKT00016, PLWDM0000029, 2.6127715134987424e-05, 0.01794168950909544
PLINTKS00013, PLVVDGM00014, 1.6623163227005822e-05, 0.017921146953405017
LU0122624777, PLWRWCK00013, 3.1763409335390754e-10, 0.017897655659188303
PLADDRG00015, PLEMCIM00017, 7.964631233372547e-06, 0.017795484727755644
PLINTSP00038, PLKPPD000017, 4.56948158450814e-08, 0.017745563609097726
PLBSK0000017, PLSNKTK00019, 1.067284886630318e-08, 0.017733990147783252
NL0009508712, PLDELKO00019, 3.266923893173569e-07, 0.017729393468118197
LU0122624777, PLMRVPL00016, 7.346288745812528e-07, 0.017726798748696558
AT0000827209, PLKETY000011, 3.470346616054945e-07, 0.017694882831181254
PLPONAR00012, PLWDM0000029, 5.5335040527979556e-08, 0.01769249937702467
PLINTBD00014, PLKGHM000017, 1.0644213882967467e-05, 0.017690875232774673
PLKMPTR00012, PLXPLUS00013, 3.6789706566058023e-06, 0.01765775123344586
LU0122624777, PLLPP0000011, 3.598362020491217e-08, 0.01762977473065622
PLGSPR000014, PLSELVT00013, 2.1442085004144745e-06, 0.01762977473065622
PLGRNKT00019, PLSTLPF00012, 1.322565838909558e-05, 0.017622667588113337
PLLENAL00015, PLPONAR00012, 1.5722420484690947e-06, 0.01760486850684634
PLINTGR00013, PLVTLGD00010, 2.911051485995751e-06, 0.01757972199509403
PLKMPTR00012, PLLSSFT00016, 6.895221845990967e-07, 0.01756990843850532
PLESTHN00018, PLGRODN00015, 0.0, 0.0175609756097561
PLELEKT00016, PLGSPR000014, 8.800374838048618e-07, 0.01753958587088916
PLESTHN00018, PLKGNRC00015, 6.689618179014054e-30, 0.01752109020116807
PLESTHN00018, PLKRINK00014, 7.20808205275743e-30, 0.01752109020116807
PLESTHN00018, PLOPTEM00012, 8.319244538332328e-30, 0.01752109020116807
PLESTHN00018, PLSTIGR00012, 8.416743984463929e-30, 0.01752109020116807
PLESTHN00018, PLSTPRK00019, 8.940760074815709e-30, 0.01752109020116807
PLESTHN00018, PLRESBD00032, 8.442045866028715e-25, 0.01752109020116807
PLATM0000021, PLINTRL00013, 1.3190080007129557e-19, 0.017517136329017517
PLAPATR00018, PLFAMUR00012, 3.2583186753172366e-29, 0.017429700209156403
NL0009508712, PLKRKCH00019, 3.7208758947471376e-08, 0.017418351477449457
PLINTKS00013, PLSTLSK00016, 4.568376696688795e-06, 0.017404129793510324
PLSKLNW00011, PLSTIGR00012, 1.657905078389991e-05, 0.017346610986186957
PLMSTSD00019, PLZSTAL00012, 0.0, 0.01733531451213472
LU0122624777, PLKMPTR00012, 1.6008160290594664e-05, 0.01732244493937144
PLPONAR00012, PLTLKPL00017, 4.416443035627527e-06, 0.017316017316017316
FR0000060873, PLRESBD00032, 1.3336226625856587e-05, 0.017285861713106296
PLELEKT00016, PLSTPRK00019, 5.112891861959982e-07, 0.017271157167530225
PLADDRG00015, PLBRE0000012, 1.951214723604649e-05, 0.017264276228419653
IT0005239360, PLDUDA000016, 1.0471016524355804e-07, 0.017251635930993457
PLCMPLD00016, PLERTEL00011, 7.065316567551599e-10, 0.01722488038277512
PLGMNGF00017, PLIPOPM00011, 2.4208106797082585e-08, 0.017220172201722016
PLGMNGF00017, PLMLSTM00015, 1.1029994046908029e-07, 0.017220172201722016
PLGMNGF00017, PLTRKPL00014, 4.904560290588688e-07, 0.017220172201722016
PLGMNGF00017, PLSKRBH00014, 1.2962090120651026e-06, 0.017220172201722016
PLGMNGF00017, PLMKRNP00015, 1.111703823782412e-05, 0.017220172201722016
PLGMNGF00017, PLREMAK00016, 1.388794679557896e-05, 0.017220172201722016
AT0000827209, PLTRFRM00018, 3.206124858426233e-07, 0.01721664275466284
AT0000827209, PLLENTX00010, 5.968282186848522e-07, 0.01721664275466284
PLPMPOL00031, PLWDM0000029, 2.1577564740651647e-08, 0.01719411911288313
PLLENAL00015, PLWDM0000029, 1.358365935181423e-05, 0.01719411911288313
PLRESBD00032, PLSANWL00012, 2.206975406868609e-05, 0.017185554171855542
PLELKOP00013, PLIDMSA00044, 3.665451435932597e-13, 0.017176833296630698
PLSKTAN00010, PLSNZKA00033, 7.6693000094269e-07, 0.017140552530752168
PLLENAL00015, PLZRWZW00012, 6.377197860318743e-07, 0.017118402282453638
PLINTKS00013, PLKGHM000017, 1.1328367638591918e-05, 0.01710914454277286
PLRELPL00014, PLZSTAL00012, 0.0, 0.017087667161961365
PLKMPTR00012, PLNTSYS00013, 5.748322361325417e-07, 0.017074981440237565
PLKMPTR00012, PLPEKPL00010, 8.302694543169253e-07, 0.017074981440237565
PLINTBD00014, PLSANWL00012, 5.847216089444922e-08, 0.01707014276846679
PLINTBD00014, PLQRCUS00012, 1.0119899712405377e-07, 0.01707014276846679
PLINTBD00014, PLPKO0000016, 1.816772504040918e-06, 0.01707014276846679
AT0000827209, PLWELTN00012, 9.902164941742037e-08, 0.01706571574121243
PLLENAL00015, PLMOJ0000015, 1.3001646740192763e-05, 0.017053880375679682
PLELEKT00016, PLMSTWS00019, 4.661982626953234e-12, 0.01705237515225335
PLELEKT00016, PLLUBAW00013, 6.96985044436555e-11, 0.01705237515225335
PLELEKT00016, PLELZAB00010, 5.073454239204599e-06, 0.01705237515225335
PLIDMSA00044, PLINTRL00013, 2.7177411787843848e-08, 0.01700939324701701
PLGTC0000037, PLLBT0000013, 1.1253809278876575e-05, 0.01700898587933248
AT0000827209, PLMSTPL00018, 5.470912845401923e-11, 0.016977522716403636
AT0000827209, PLOPTTC00011, 2.893542902065583e-07, 0.016977522716403636
AT0000827209, PLAMICA00010, 5.028061290325091e-06, 0.016977522716403636
PLELZAB00010, PLKRINK00014, 2.613330196673805e-05, 0.01694499017681729
PLGRNKT00019, PLGRODN00015, 2.9615801408127536e-06, 0.016931582584657913
PLGRNKT00019, PLZPCOT00018, 5.543614480581516e-06, 0.016931582584657913
PLRFMET00016, PLTIM0000016, 6.672164390554754e-06, 0.016903478686918178
PLLUBAW00013, PLSTLSK00016, 2.3904039901251436e-08, 0.016878267363704257
PLESTHN00018, PLROPCE00017, 5.181347765518492e-30, 0.016872160934458143
PLESTHN00018, PLKRK0000010, 5.665874089555543e-30, 0.016872160934458143
PLMEXPL00010, PLTRKPL00014, 4.929022923789483e-07, 0.016865776528460996
AT0000827209, PLWOJAS00014, 1.2090329367757047e-08, 0.016856846473029045
PLKLNR000017, PLMKRNP00015, 2.6959075335824736e-13, 0.016853932584269662
PLLZPSK00019, PLMKRNP00015, 1.1405060696960936e-08, 0.016853932584269662
PLCNTSL00014, PLLSSFT00016, 5.652810117282193e-10, 0.016835016835016835
PLBAUMA00017, PLUNBEP00015, 3.5962816664157526e-11, 0.016826300802485115
PLMSTZB00018, PLWELTN00012, 2.105582180076657e-05, 0.016811003565970453
PLINTBD00014, PLSELNA00010, 2.2289720938929787e-09, 0.01675977653631285
PLINTBD00014, PLKPPD000017, 7.903440663835926e-09, 0.01675977653631285
PLINTBD00014, PLSOFTB00016, 1.1063920307176718e-08, 0.01675977653631285
PLINTBD00014, PLOPNPL00013, 4.201182460164657e-06, 0.01675977653631285
PLCAMMD00032, PLONCTH00011, 4.831955711868631e-06, 0.016739446870451237
HU0000089198, LU0646112838, 1.4418295803684935e-11, 0.01673228346456693
LU0646112838, PLSNTFG00017, 2.706566384452253e-15, 0.016716196136701337
PLLENAL00015, PLRESBD00032, 8.953562949118315e-08, 0.016687422166874223
EE3100063686, PLAMICA00010, 9.855194945540055e-06, 0.016679418515684774
PLKOMPP00017, PLNFI0600010, 1.033783398876364e-05, 0.016676773802304427
PLGRNKT00019, PLINTCS00010, 2.5359755965038583e-05, 0.0165860400829302
PLKMPTR00012, PLZAPUL00057, 7.949351558750057e-07, 0.01658005444196981
PLELEKT00016, PLTLKPL00017, 7.609857109369085e-09, 0.016565164433617538
FR0000060873, PLR220000018, 1.4624814598611004e-05, 0.016563146997929608
PLCMPLD00016, PLHELIO00014, 4.339845484683994e-07, 0.016532944322878676
PLPRCHM00014, PLTELL000023, 4.733342660212373e-06, 0.016506803479812624
AT0000827209, PLERGZB00014, 5.185956087490735e-08, 0.01649928263988522
PLELEKT00016, PLKPPD000017, 3.0020386132675044e-06, 0.016495876030992253
PLMSTSD00019, PLNTSYS00013, 4.7150818187924285e-27, 0.016486220472440943
PLECHPS00019, PLNTSYS00013, 9.601478588456152e-09, 0.016486220472440943
PLECHPS00019, PLLCCRP00017, 7.38999651258823e-07, 0.016429622363903874
PLIDMSA00044, PLWRWCK00013, 1.830025953690449e-06, 0.016385177716158307
PLGSPR000014, PLSTIGR00012, 1.636592086028071e-09, 0.01638291037584324
NL0009508712, PLVTLGD00010, 1.342194917445502e-05, 0.016353229762878167
PLBRSZW00011, PLREDAN00019, 4.307432090488459e-07, 0.016330645161290323
PLELEKT00016, PLINSTK00013, 1.276782296782957e-09, 0.016321559074299635
CY0101062111, PLVOTUM00016, 1.0628204838302704e-05, 0.01631628490743646
PLINCLT00015, PLTRNSU00013, 2.400452083313884e-06, 0.01627906976744186
PLINTKS00013, PLKLSTN00017, 3.702086736962872e-06, 0.016224188790560472
PLESTHN00018, PLTRKPL00014, 5.110814847649538e-30, 0.016223231667748216
PLESTHN00018, PLMSTSD00019, 7.977383463816011e-30, 0.016223231667748216
PLESTHN00018, PLIZSTL00015, 1.6101477554753958e-29, 0.016223231667748216
PLESTHN00018, PLTRNSP00013, 1.9259410661707667e-29, 0.016223231667748216
PLELPO000016, PLSTLEX00019, 1.2942349896406959e-27, 0.016191904047976012
PLDUDA000016, PLSANWL00012, 7.531899405194202e-08, 0.016188090190788207
PLPMPOL00031, PLZRWZW00012, 2.2168540047121373e-07, 0.016167379933428434
LU0122624777, PLZTKMA00017, 1.4266316253012057e-08, 0.016160626836434867
PLINTBD00014, PLMRVPL00016, 2.892655961420144e-07, 0.016139044072004966
PLINTBD00014, PLSONEL00011, 4.503572839077246e-07, 0.016139044072004966
PLNFI0700018, PLSFNKS00011, 1.9249081951210818e-07, 0.016117890858853328
NL0009508712, PLHMINW00016, 1.3725091363672345e-08, 0.016109544905356425
PLKMPTR00012, PLPEPES00018, 1.6197337685556061e-07, 0.016085127443702055
PLKMPTR00012, PLTALEX00017, 8.58051849020642e-07, 0.016085127443702055
PLELEKT00016, PLZAPUL00057, 2.4731095428555626e-12, 0.01607795371498173
PLELEKT00016, PLSNZKA00033, 3.869560737110599e-12, 0.01607795371498173
PLELEKT00016, PLELKOP00013, 1.9403365934640203e-06, 0.01607795371498173
PLDUDA000016, PLKLNR000017, 7.83197976808292e-12, 0.016077850645229534
PLELKOP00013, PLNFI0600010, 1.7796978796865994e-05, 0.016072059342988342
PLDGA0000019, PLHELIO00014, 5.5453757330863536e-06, 0.016046681254558718
PLAPATR00018, PLPMPOL00031, 2.8891974356324978e-30, 0.016042780748663103
AT0000827209, PLWAWEL00013, 2.624960424312364e-06, 0.01602104256336681
AT0000827209, PLROPCE00017, 5.980833981592565e-06, 0.01602104256336681
PLDGA0000019, PLKLSTN00017, 2.051523529629748e-05, 0.015984499878905305
NL0011882741, PLJSW0000015, 1.8261917365278928e-06, 0.015899122807017545
PLELKOP00013, PLWRWCK00013, 3.0913320052430667e-15, 0.015881018401814974
PLMXCMS00016, PLVSTLA00011, 1.8885361377027427e-05, 0.015873015873015872
NL0009508712, PLENERG00022, 1.672053858787762e-09, 0.015853658536585366
PLIDMSA00044, PLPANVA00013, 1.4340855490830565e-08, 0.0158494304110946
PLKMPTR00012, PLLPP0000011, 1.8968389770372054e-05, 0.015837663944568176
PLINTBD00014, PLWRWCK00013, 8.03624334535711e-07, 0.015828677839851025
PLPMPOL00031, PLTRNSU00013, 5.767205476710373e-09, 0.015810276679841896
PLLZPSK00019, PLNFI0500012, 6.559721329812619e-06, 0.0158052789631737
PLFAMUR00012, PLNFI0700018, 4.795253524245512e-07, 0.015802928189635138
PLSKTAN00010, PLSTPRK00019, 2.205645485538564e-05, 0.015790772267456205
LU0122624777, PLSONEL00011, 2.2643685508023887e-06, 0.015789473684210527
EE3100063686, PLWAWEL00013, 1.411919050016126e-05, 0.015756630265210608
EE3100063686, PLSTLEX00019, 6.596017671079444e-08, 0.015752802181157224
EE3100063686, PLFORTE00012, 4.883057974318632e-06, 0.015752802181157224
EE3100063686, PLAPATR00018, 7.653373094120219e-06, 0.015752802181157224
CY0101062111, PLSTIGR00012, 2.7517902935369463e-05, 0.01574044330228076
PLCIECH00018, PLNFI1000012, 1.0031368249955472e-05, 0.015614973262032086
PLFERUM00014, PLINTSP00038, 3.246377941398733e-09, 0.01560316721006055
PLKMPTR00012, PLZSTAL00012, 9.79714687100807e-08, 0.015601783060921248
PLSKTAN00010, PLZSTAL00012, 8.243155109130011e-07, 0.015601783060921248
PLELPO000016, PLFORTE00012, 1.617761643143374e-27, 0.015592203898050975
PLELPO000016, PLLUBAW00013, 4.036234349618097e-23, 0.015592203898050975
PLESTHN00018, PLPHRMN00011, 1.2035366484691137e-29, 0.015574302401038288
PLESTHN00018, PLRNBWT00031, 1.3622548852793724e-29, 0.015574302401038288
PLESTHN00018, PLNFI0700018, 1.3582090235964946e-25, 0.015574302401038288
PLFAMUR00012, PLKLNR000017, 6.064351249718016e-07, 0.015570532186846387
PLLUBAW00013, PLTLKPL00017, 2.182754821489693e-06, 0.015552348885682219
AT0000827209, PLZTKMA00017, 2.629054879375715e-05, 0.015542802486848398
PLNFI0600010, PLPONAR00012, 1.1279124487909988e-06, 0.015511090429657206
PLLENAL00015, PLNTSYS00013, 1.313101964660987e-07, 0.015501968503937008
PLKLNR000017, PLLCCRP00017, 1.3907050595524468e-05, 0.01544874938695439
LU0122624777, PLEURCH00011, 7.390927195403811e-09, 0.015426052889324192
LU0122624777, PLWAWEL00013, 2.076924700605498e-08, 0.015426052889324192
PLECHPS00019, PLERBUD00012, 3.3387608500907034e-06, 0.015418502202643172
PLIDMSA00044, PLINTSP00038, 7.986206465240862e-09, 0.015370284117373078
PLCMRAY00029, PLGLBLC00011, 2.861586239264745e-09, 0.015354330708661417
PLKLNR000017, PLZSTAL00012, 1.2856488887696215e-10, 0.015354135710747894
PLELEKT00016, PLTIM0000016, 1.0673277998765424e-06, 0.015347137637028014
PLATM0000021, PLPMPOL00031, 1.2430047139199048e-08, 0.015345268542199489
AT0000827209, PLFSING00010, 7.950572695831273e-06, 0.015303682448589193
PLELPO000016, PLPEKPL00010, 1.102099043630365e-24, 0.015292353823088457
PLIDMSA00044, PLIZCJR00017, 2.6438764955467415e-05, 0.015261446084563422
PLPWRMD00011, PLTELL000023, 6.732950793060461e-06, 0.015257305404706491
PLDGA0000019, PLMRCOR00016, 8.81755641231489e-12, 0.015255905511811024
PLCIECH00018, PLKRINK00014, 1.816774155960668e-06, 0.015225933202357564
LU0646112838, PLUNMOT00013, 1.3272863511964593e-05, 0.015217391304347827
PLRELPL00014, PLZRWZW00012, 2.11854339593128e-08, 0.015216357584403234
PLECHPS00019, PLWDM0000029, 7.571075996841697e-17, 0.01520059805631697
PLECHPS00019, PLSFNKS00011, 1.782717763385545e-14, 0.015196868524061708
PLGTC0000037, PLKNOPL00014, 5.199589168888559e-07, 0.015180878552971577
PLSKLNW00011, PLSTLEX00019, 1.9851013334463887e-05, 0.015178801131978389
LU0646112838, PLALIOR00045, 3.2870930349995025e-11, 0.015162721893491124
PLADDRG00015, PLMSTZB00018, 9.264493678878342e-06, 0.015139442231075698
PLELEKT00016, PLERGZB00014, 1.141861547882138e-11, 0.01510353227771011
PLELEKT00016, PLREMAK00016, 5.266027191623946e-10, 0.01510353227771011
PLKMPTR00012, PLMKRNP00015, 7.26516715834621e-07, 0.015095273447166543
PLSANWL00012, PLSTLPD00017, 1.4484833771116553e-11, 0.01508788303002022
PLECHPS00019, PLMOJ0000015, 3.746843755763093e-08, 0.015076618882847257
AT0000827209, PLNVITA00018, 6.062447433624767e-08, 0.015064562410329985
AT0000827209, PLBZ00000044, 9.964576816983096e-08, 0.015064562410329985
PLMSTWS00019, PLOPTEM00012, 3.579528966377271e-07, 0.015063018751921304
PLBSK0000017, PLENLMD00017, 1.3183211168969698e-08, 0.015027768703038223
NL0009508712, PLNEWAG00012, 1.3200114682280759e-11, 0.015016233766233766
PLNFI1000012, PLPEPES00018, 1.2810477484745126e-06, 0.015009096422073985
PLKMPTR00012, PLSONEL00011, 7.958185767265917e-10, 0.015
AT0000827209, PLADVPL00029, 1.989030215121737e-07, 0.014993646759847523
PLRAFAK00018, PLZRWZW00012, 1.851839101740009e-11, 0.014978601997146932
PLELEKT00016, PLKRKCH00019, 5.1874996405989526e-09, 0.014970059880239521
PLGTC0000037, PLINPRO00015, 1.3959991419380816e-07, 0.014963387456224133
PLWDM0000029, PLZTKMA00017, 1.068493308952518e-05, 0.0149514079242462
PLRESBD00032, PLTRFRM00018, 4.418469268439116e-06, 0.014943960149439602
LU0122624777, PLFORTE00012, 1.118134229297019e-09, 0.014936336924583741
PLESTHN00018, PLIZCJR00017, 4.644446775614e-30, 0.014925373134328358
PLESTHN00018, PLPRGNK00017, 3.1088897968137346e-29, 0.014925373134328358
PLINTBD00014, PLNFI0600010, 6.727215852007427e-08, 0.0148975791433892
PLRFMET00016, PLZSTAL00012, 1.3761239095659693e-05, 0.014858841010401188
PLNFI0600010, PLPEPES00018, 1.0405880984911302e-07, 0.01485748938750758
PLIDMSA00044, PLMWTRD00013, 2.2736766666662853e-09, 0.014850239114019632
AT0000827209, PLGSPR000014, 2.3628492032665325e-05, 0.01482544237207078
PLLZPSK00019, PLOPNPL00013, 5.2281182607743726e-08, 0.014812955059000753
PLDUDA000016, PLTRFRM00018, 4.6746354051201015e-11, 0.01478977392774139
PLMNRTR00012, PLWOJAS00014, 1.9822211281024032e-05, 0.014782157676348547
PLGMNGF00017, PLKGHM000017, 2.687165523978187e-07, 0.014760147601476014
PLGMNGF00017, PLWTCHN00030, 5.470578937103047e-06, 0.014760147601476014
PLGMNGF00017, PLPGER000010, 1.3826532046699074e-05, 0.014760147601476014
PLGMNGF00017, PLXPLUS00013, 2.2352135286699865e-05, 0.014760147601476014
PLPONAR00012, PLSEKO000014, 4.95977576164198e-08, 0.014759254778611178
PLSTLSK00016, PLZRWZW00012, 5.694625108133045e-10, 0.014740846409890632
AT0000827209, PLWDM0000029, 2.371470327235057e-05, 0.01470221779217543
PLDGA0000019, PLRFMET00016, 2.0628387641560865e-08, 0.014698677119059285
PLELPO000016, PLREMAK00016, 1.3728558114134015e-27, 0.014692653673163419
LU0122624777, PLBEST000010, 8.312850761318813e-06, 0.014691478942213516
PLBIOTN00029, PLSKTAN00010, 1.5163069240526383e-06, 0.014648858250753986
PLSANWL00012, PLSTLEX00019, 7.784208206817673e-07, 0.01462124747239073
PLINTBD00014, PLZRWZW00012, 8.476120979228597e-07, 0.014587212911235258
PLINCLT00015, PLMRCOR00016, 4.673933580237449e-07, 0.014517716535433071
PLFAMUR00012, PLSKTAN00010, 4.7198774733422515e-08, 0.014408552172902626
PLATREM00017, PLERPCO00017, 1.7376117733974697e-05, 0.01437949359174742
PLATM0000021, PLPANVA00013, 3.330206740322649e-09, 0.014363546310054482
PLBRSZW00011, PLZSTAL00012, 1.5709849700483393e-05, 0.014363546310054482
PLKMPTR00012, PLMSTSD00019, 3.038761372467299e-09, 0.01435288294976491
PLKMPTR00012, PLTRFRM00018, 4.759130078591151e-06, 0.01435288294976491
PLSKTAN00010, PLWAWEL00013, 3.4491303753108185e-08, 0.014350209609803289
PLINTKS00013, PLJWWNT00018, 1.330855051666421e-05, 0.014347826086956521
PLINTSP00038, PLMWTRD00013, 2.298447641889651e-06, 0.01434684117795117
PLLZPSK00019, PLRNBWT00031, 5.282910890290164e-07, 0.014336016096579477
PLECHPS00019, PLOPNPL00013, 0.0, 0.014310820989204118
PLINTSP00038, PLOPNPL00013, 1.399786230199024e-09, 0.014310820989204118
PLNFI0700018, PLOPNPL00013, 2.394973217080948e-09, 0.014310820989204118
